flight_id,flight_date,origin,destination,aircraft_id,aircraft_type,scheduled_departure,scheduled_duration_min,delay_reason,departure_delay_min,cancelled,passengers
FL001326,2025-03-01,HEL,NRT,OH-A140,A320,2025-03-01 05:36:00,599,None,0,False,170
FL001327,2025-03-01,HEL,JFK,OH-A113,A350,2025-03-01 19:40:00,214,None,0,False,287
FL001328,2025-03-01,HEL,FCO,OH-A103,A350,2025-03-01 07:43:00,506,None,0,False,257
FL001329,2025-03-01,HEL,ARN,OH-A106,A350,2025-03-01 19:52:00,380,None,0,False,226
FL001330,2025-03-02,HEL,CPH,OH-A130,A350,2025-03-02 15:18:00,198,None,0,False,189
FL001331,2025-03-02,HEL,CPH,OH-A121,A320,2025-03-02 17:52:00,585,Ground Handling,27,False,170
FL001332,2025-03-02,HEL,MUC,OH-A128,A321,2025-03-02 17:44:00,396,None,0,False,185
FL001333,2025-03-02,HEL,BKK,OH-A112,A350,2025-03-02 05:03:00,369,Ground Handling,5,False,254
FL001334,2025-03-02,HEL,BCN,OH-A112,A350,2025-03-02 16:46:00,473,None,0,False,296
FL001335,2025-03-02,HEL,FRA,OH-A147,A321,2025-03-02 10:56:00,488,None,0,False,152
FL001336,2025-03-02,HEL,BKK,OH-A104,A321,2025-03-02 11:41:00,91,None,0,False,209
FL001337,2025-03-02,HEL,MAD,OH-A113,A350,2025-03-02 07:43:00,262,Weather,62,False,177
FL001338,2025-03-02,HEL,FCO,OH-A110,A320,2025-03-02 06:50:00,358,None,0,False,127
FL001339,2025-03-02,HEL,BCN,OH-A112,A350,2025-03-02 13:39:00,289,None,0,False,260
FL001340,2025-03-02,HEL,FCO,OH-A106,A350,2025-03-02 12:00:00,218,Crew,55,False,241
FL001341,2025-03-02,HEL,MUC,OH-A138,A321,2025-03-02 09:38:00,240,None,0,False,173
FL001342,2025-03-02,HEL,BCN,OH-A100,A350,2025-03-02 20:27:00,160,None,0,False,213
FL001343,2025-03-02,HEL,BCN,OH-A109,A320,2025-03-02 16:53:00,261,None,0,False,145
FL001344,2025-03-02,HEL,FCO,OH-A142,A350,2025-03-02 14:51:00,418,Technical,38,False,288
FL001345,2025-03-02,HEL,NRT,OH-A133,A320,2025-03-02 18:29:00,232,None,0,False,151
FL001346,2025-03-02,HEL,CDG,OH-A139,A350,2025-03-02 08:30:00,386,None,0,False,175
FL001347,2025-03-02,HEL,MAD,OH-A104,A321,2025-03-02 06:13:00,53,None,0,False,130
FL001348,2025-03-02,HEL,ARN,OH-A114,A320,2025-03-02 16:13:00,471,Late Aircraft,51,False,118
FL001349,2025-03-02,HEL,MUC,OH-A125,A321,2025-03-02 11:24:00,572,None,0,False,166
FL001350,2025-03-02,HEL,NRT,OH-A137,A320,2025-03-02 12:12:00,189,None,0,False,121
FL001351,2025-03-03,HEL,JFK,OH-A124,A350,2025-03-03 12:23:00,321,Weather,37,False,297
FL001352,2025-03-03,HEL,JFK,OH-A142,A350,2025-03-03 05:36:00,418,None,0,False,182
FL001353,2025-03-03,HEL,BKK,OH-A142,A350,2025-03-03 15:05:00,328,Crew,6,False,166
FL001354,2025-03-03,HEL,LHR,OH-A145,A350,2025-03-03 20:03:00,506,None,0,False,242
FL001355,2025-03-03,HEL,FCO,OH-A121,A320,2025-03-03 05:59:00,489,ATC,62,False,97
FL001356,2025-03-03,HEL,FCO,OH-A113,A350,2025-03-03 10:49:00,462,None,0,False,240
FL001357,2025-03-03,HEL,JFK,OH-A126,A320,2025-03-03 08:58:00,570,None,0,False,99
FL001358,2025-03-03,HEL,JFK,OH-A105,E190,2025-03-03 12:47:00,241,None,0,False,74
FL001359,2025-03-03,HEL,BKK,OH-A125,A321,2025-03-03 15:18:00,380,None,0,False,173
FL001360,2025-03-03,HEL,FRA,OH-A141,A350,2025-03-03 10:17:00,552,None,0,False,214
FL001361,2025-03-03,HEL,CPH,OH-A140,A320,2025-03-03 17:34:00,404,Crew,35,False,162
FL001362,2025-03-03,HEL,OSL,OH-A118,A350,2025-03-03 11:26:00,57,None,0,False,206
FL001363,2025-03-03,HEL,NRT,OH-A120,A350,2025-03-03 11:37:00,61,None,0,False,182
FL001364,2025-03-03,HEL,JFK,OH-A136,A321,2025-03-03 14:49:00,86,Technical,23,False,134
FL001365,2025-03-03,HEL,ARN,OH-A138,A321,2025-03-03 06:40:00,310,Late Aircraft,25,False,135
FL001366,2025-03-03,HEL,AMS,OH-A138,A321,2025-03-03 10:38:00,271,None,0,False,143
FL001367,2025-03-03,HEL,LHR,OH-A102,E190,2025-03-03 05:08:00,483,None,0,False,71
FL001368,2025-03-03,HEL,CDG,OH-A129,A350,2025-03-03 13:56:00,95,None,0,False,188
FL001369,2025-03-03,HEL,BCN,OH-A100,A350,2025-03-03 09:36:00,296,Technical,25,False,276
FL001370,2025-03-04,HEL,AMS,OH-A138,A321,2025-03-04 05:24:00,414,None,0,False,193
FL001371,2025-03-04,HEL,JFK,OH-A112,A350,2025-03-04 05:39:00,270,None,0,False,210
FL001372,2025-03-04,HEL,CDG,OH-A143,A321,2025-03-04 05:54:00,606,None,0,False,163
FL001373,2025-03-04,HEL,NRT,OH-A102,E190,2025-03-04 08:25:00,360,Weather,33,False,71
FL001374,2025-03-04,HEL,LHR,OH-A127,A321,2025-03-04 09:59:00,399,None,0,False,119
FL001375,2025-03-04,HEL,AMS,OH-A104,A321,2025-03-04 15:53:00,305,Technical,7,False,183
FL001376,2025-03-04,HEL,NRT,OH-A137,A320,2025-03-04 06:16:00,233,None,0,False,152
FL001377,2025-03-04,HEL,LHR,OH-A109,A320,2025-03-04 13:38:00,364,None,0,False,156
FL001378,2025-03-04,HEL,BKK,OH-A145,A350,2025-03-04 13:17:00,135,None,0,False,217
FL001379,2025-03-04,HEL,ARN,OH-A140,A320,2025-03-04 05:21:00,263,Technical,39,False,165
FL001380,2025-03-04,HEL,LHR,OH-A132,A321,2025-03-04 19:30:00,289,None,0,False,189
FL001381,2025-03-04,HEL,BCN,OH-A103,A350,2025-03-04 06:46:00,239,None,0,False,177
FL001382,2025-03-04,HEL,BCN,OH-A137,A320,2025-03-04 14:57:00,409,None,0,False,110
FL001383,2025-03-04,HEL,NRT,OH-A117,A321,2025-03-04 21:41:00,423,None,0,False,203
FL001384,2025-03-04,HEL,BKK,OH-A136,A321,2025-03-04 11:18:00,375,None,0,False,167
FL001385,2025-03-04,HEL,MAD,OH-A134,A320,2025-03-04 06:32:00,401,None,0,False,154
FL001386,2025-03-04,HEL,MAD,OH-A105,E190,2025-03-04 18:28:00,193,None,0,False,99
FL001387,2025-03-04,HEL,CDG,OH-A112,A350,2025-03-04 08:59:00,77,Late Aircraft,30,False,248
FL001388,2025-03-05,HEL,BKK,OH-A122,E190,2025-03-05 10:36:00,279,None,0,False,61
FL001389,2025-03-05,HEL,CPH,OH-A108,A321,2025-03-05 15:10:00,233,None,0,False,134
FL001390,2025-03-05,HEL,FCO,OH-A139,A350,2025-03-05 11:17:00,565,None,0,False,174
FL001391,2025-03-05,HEL,CPH,OH-A114,A320,2025-03-05 09:49:00,248,None,0,False,136
FL001392,2025-03-05,HEL,CDG,OH-A132,A321,2025-03-05 13:55:00,369,None,0,False,179
FL001393,2025-03-05,HEL,LHR,OH-A105,E190,2025-03-05 07:24:00,246,None,0,False,65
FL001394,2025-03-05,HEL,BCN,OH-A143,A321,2025-03-05 17:18:00,233,None,0,False,179
FL001395,2025-03-05,HEL,JFK,OH-A142,A350,2025-03-05 13:11:00,420,Technical,10,False,216
FL001396,2025-03-05,HEL,CPH,OH-A142,A350,2025-03-05 16:57:00,289,None,0,False,198
FL001397,2025-03-05,HEL,BCN,OH-A113,A350,2025-03-05 13:04:00,402,None,0,False,206
FL001398,2025-03-05,HEL,LHR,OH-A110,A320,2025-03-05 06:44:00,133,ATC,29,False,104
FL001399,2025-03-05,HEL,CPH,OH-A125,A321,2025-03-05 11:57:00,589,None,0,False,148
FL001400,2025-03-05,HEL,AMS,OH-A140,A320,2025-03-05 06:13:00,227,Technical,79,False,133
FL001401,2025-03-05,HEL,BCN,OH-A138,A321,2025-03-05 16:14:00,612,Weather,71,False,149
FL001402,2025-03-05,HEL,OSL,OH-A120,A350,2025-03-05 06:12:00,470,ATC,48,False,264
FL001403,2025-03-05,HEL,AMS,OH-A104,A321,2025-03-05 16:56:00,206,Technical,25,False,171
FL001404,2025-03-05,HEL,BKK,OH-A122,E190,2025-03-05 14:21:00,337,None,0,False,70
FL001405,2025-03-05,HEL,CDG,OH-A124,A350,2025-03-05 06:50:00,569,Late Aircraft,78,False,204
FL001406,2025-03-05,HEL,BKK,OH-A145,A350,2025-03-05 09:36:00,374,None,0,False,257
FL001407,2025-03-05,HEL,JFK,OH-A100,A350,2025-03-05 19:59:00,565,None,0,False,239
FL001408,2025-03-05,HEL,AMS,OH-A112,A350,2025-03-05 20:57:00,452,None,0,False,229
FL001409,2025-03-05,HEL,BCN,OH-A146,A320,2025-03-05 18:08:00,265,Weather,62,False,156
FL001410,2025-03-05,HEL,MAD,OH-A140,A320,2025-03-05 21:43:00,556,Ground Handling,63,False,142
FL001411,2025-03-06,HEL,FCO,OH-A127,A321,2025-03-06 14:08:00,175,None,0,False,191
FL001412,2025-03-06,HEL,ARN,OH-A127,A321,2025-03-06 18:09:00,468,None,0,False,195
FL001413,2025-03-06,HEL,FRA,OH-A145,A350,2025-03-06 14:32:00,214,None,0,False,280
FL001414,2025-03-06,HEL,LHR,OH-A109,A320,2025-03-06 18:21:00,480,Weather,16,False,140
FL001415,2025-03-06,HEL,CDG,OH-A113,A350,2025-03-06 18:01:00,267,None,0,False,188
FL001416,2025-03-06,HEL,BKK,OH-A128,A321,2025-03-06 05:55:00,506,None,0,False,203
FL001417,2025-03-06,HEL,MUC,OH-A106,A350,2025-03-06 09:22:00,86,ATC,31,False,183
FL001418,2025-03-06,HEL,CPH,OH-A140,A320,2025-03-06 17:29:00,543,None,0,False,136
FL001419,2025-03-06,HEL,AMS,OH-A135,A321,2025-03-06 17:38:00,274,ATC,5,False,114
FL001420,2025-03-06,HEL,LHR,OH-A142,A350,2025-03-06 12:43:00,475,Technical,44,True,240
FL001421,2025-03-06,HEL,NRT,OH-A125,A321,2025-03-06 06:15:00,354,Late Aircraft,32,False,185
FL001422,2025-03-06,HEL,CDG,OH-A111,E190,2025-03-06 21:26:00,518,None,0,False,79
FL001423,2025-03-06,HEL,CDG,OH-A101,A320,2025-03-06 14:24:00,65,Late Aircraft,5,False,169
FL001424,2025-03-06,HEL,CDG,OH-A123,E190,2025-03-06 06:42:00,387,None,0,False,58
FL001425,2025-03-06,HEL,OSL,OH-A112,A350,2025-03-06 15:24:00,427,ATC,35,False,199
FL001426,2025-03-06,HEL,FCO,OH-A110,A320,2025-03-06 07:06:00,307,None,0,False,109
FL001427,2025-03-06,HEL,BCN,OH-A104,A321,2025-03-06 17:33:00,508,ATC,27,False,115
FL001428,2025-03-06,HEL,FRA,OH-A109,A320,2025-03-06 06:27:00,277,None,0,False,173
FL001429,2025-03-06,HEL,AMS,OH-A146,A320,2025-03-06 11:29:00,133,None,0,False,133
FL001430,2025-03-06,HEL,MAD,OH-A114,A320,2025-03-06 21:39:00,608,None,0,False,173
FL001431,2025-03-06,HEL,CPH,OH-A120,A350,2025-03-06 07:07:00,67,None,0,False,283
FL001432,2025-03-06,HEL,BKK,OH-A106,A350,2025-03-06 14:55:00,588,None,0,False,280
FL001433,2025-03-07,HEL,ARN,OH-A137,A320,2025-03-07 15:24:00,169,None,0,False,119
FL001434,2025-03-07,HEL,LHR,OH-A118,A350,2025-03-07 18:50:00,310,Late Aircraft,68,False,193
FL001435,2025-03-07,HEL,OSL,OH-A136,A321,2025-03-07 09:18:00,510,Technical,9,False,194
FL001436,2025-03-07,HEL,ARN,OH-A135,A321,2025-03-07 07:51:00,480,None,0,False,185
FL001437,2025-03-07,HEL,AMS,OH-A146,A320,2025-03-07 11:34:00,233,None,0,False,133
FL001438,2025-03-07,HEL,AMS,OH-A123,E190,2025-03-07 20:29:00,487,None,0,False,86
FL001439,2025-03-07,HEL,CPH,OH-A113,A350,2025-03-07 06:19:00,237,None,0,False,194
FL001440,2025-03-07,HEL,JFK,OH-A138,A321,2025-03-07 19:05:00,192,None,0,False,168
FL001441,2025-03-07,HEL,NRT,OH-A117,A321,2025-03-07 21:13:00,70,None,0,False,175
FL001442,2025-03-07,HEL,FCO,OH-A121,A320,2025-03-07 20:50:00,129,None,0,False,171
FL001443,2025-03-07,HEL,MUC,OH-A103,A350,2025-03-07 18:12:00,350,ATC,32,False,271
FL001444,2025-03-07,HEL,BKK,OH-A142,A350,2025-03-07 09:59:00,177,None,0,True,251
FL001445,2025-03-07,HEL,CDG,OH-A114,A320,2025-03-07 14:48:00,594,None,0,False,164
FL001446,2025-03-07,HEL,AMS,OH-A142,A350,2025-03-07 18:37:00,227,Crew,58,False,224
FL001447,2025-03-07,HEL,ARN,OH-A120,A350,2025-03-07 20:55:00,427,None,0,False,180
FL001448,2025-03-07,HEL,MAD,OH-A122,E190,2025-03-07 14:37:00,434,None,0,False,61
FL001449,2025-03-07,HEL,CPH,OH-A138,A321,2025-03-07 15:14:00,134,Weather,42,False,154
FL001450,2025-03-07,HEL,MAD,OH-A138,A321,2025-03-07 14:34:00,534,None,0,False,183
FL001451,2025-03-08,HEL,FCO,OH-A106,A350,2025-03-08 21:51:00,140,None,0,False,242
FL001452,2025-03-08,HEL,CDG,OH-A120,A350,2025-03-08 05:21:00,503,None,0,False,288
FL001453,2025-03-08,HEL,BCN,OH-A131,E190,2025-03-08 13:20:00,158,None,0,False,79
FL001454,2025-03-08,HEL,OSL,OH-A112,A350,2025-03-08 07:46:00,358,None,0,False,262
FL001455,2025-03-08,HEL,MUC,OH-A106,A350,2025-03-08 11:07:00,48,Late Aircraft,12,False,178
FL001456,2025-03-08,HEL,CPH,OH-A121,A320,2025-03-08 19:17:00,193,Weather,5,False,129
FL001457,2025-03-08,HEL,FCO,OH-A101,A320,2025-03-08 21:55:00,276,None,0,False,115
FL001458,2025-03-08,HEL,ARN,OH-A127,A321,2025-03-08 10:57:00,423,None,0,False,164
FL001459,2025-03-08,HEL,BKK,OH-A103,A350,2025-03-08 11:37:00,328,Ground Handling,37,False,270
FL001460,2025-03-08,HEL,JFK,OH-A112,A350,2025-03-08 18:19:00,450,None,0,False,256
FL001461,2025-03-08,HEL,BCN,OH-A142,A350,2025-03-08 14:09:00,48,None,0,False,295
FL001462,2025-03-08,HEL,NRT,OH-A129,A350,2025-03-08 05:48:00,357,None,0,False,168
FL001463,2025-03-08,HEL,JFK,OH-A127,A321,2025-03-08 21:38:00,340,None,0,False,189
FL001464,2025-03-08,HEL,CPH,OH-A126,A320,2025-03-08 19:46:00,513,Weather,5,False,100
FL001465,2025-03-08,HEL,FCO,OH-A109,A320,2025-03-08 09:17:00,157,None,0,False,112
FL001466,2025-03-08,HEL,AMS,OH-A138,A321,2025-03-08 13:41:00,122,None,0,False,177
FL001467,2025-03-08,HEL,JFK,OH-A111,E190,2025-03-08 19:30:00,228,Late Aircraft,48,False,63
FL001468,2025-03-08,HEL,NRT,OH-A136,A321,2025-03-08 15:58:00,158,None,0,False,149
FL001469,2025-03-08,HEL,BKK,OH-A145,A350,2025-03-08 13:59:00,254,None,0,False,247
FL001470,2025-03-08,HEL,FRA,OH-A145,A350,2025-03-08 06:45:00,372,Weather,45,False,202
FL001471,2025-03-08,HEL,OSL,OH-A133,A320,2025-03-08 07:25:00,612,None,0,False,165
FL001472,2025-03-09,HEL,BCN,OH-A110,A320,2025-03-09 17:52:00,57,None,0,False,139
FL001473,2025-03-09,HEL,BCN,OH-A115,A321,2025-03-09 11:11:00,406,None,0,False,201
FL001474,2025-03-09,HEL,MUC,OH-A128,A321,2025-03-09 10:52:00,573,None,0,False,116
FL001475,2025-03-09,HEL,MUC,OH-A111,E190,2025-03-09 06:23:00,480,None,0,False,73
FL001476,2025-03-09,HEL,MUC,OH-A122,E190,2025-03-09 07:43:00,470,None,0,False,88
FL001477,2025-03-09,HEL,CDG,OH-A136,A321,2025-03-09 07:29:00,121,ATC,49,False,203
FL001478,2025-03-09,HEL,JFK,OH-A115,A321,2025-03-09 19:42:00,375,None,0,False,131
FL001479,2025-03-09,HEL,CDG,OH-A106,A350,2025-03-09 18:32:00,521,None,0,False,182
FL001480,2025-03-09,HEL,BCN,OH-A130,A350,2025-03-09 05:33:00,440,ATC,39,False,173
FL001481,2025-03-09,HEL,MAD,OH-A136,A321,2025-03-09 06:56:00,424,None,0,False,198
FL001482,2025-03-09,HEL,MUC,OH-A138,A321,2025-03-09 05:30:00,305,Technical,35,False,120
FL001483,2025-03-09,HEL,BCN,OH-A111,E190,2025-03-09 14:29:00,267,None,0,False,67
FL001484,2025-03-09,HEL,ARN,OH-A115,A321,2025-03-09 14:55:00,224,Crew,45,False,130
FL001485,2025-03-09,HEL,CDG,OH-A132,A321,2025-03-09 08:27:00,233,None,0,False,118
FL001486,2025-03-09,HEL,FRA,OH-A146,A320,2025-03-09 18:53:00,579,None,0,False,153
FL001487,2025-03-09,HEL,AMS,OH-A118,A350,2025-03-09 07:24:00,291,None,0,False,200
FL001488,2025-03-09,HEL,NRT,OH-A103,A350,2025-03-09 12:20:00,554,None,0,False,211
FL001489,2025-03-09,HEL,NRT,OH-A144,A350,2025-03-09 08:22:00,563,None,0,False,249
FL001490,2025-03-09,HEL,MAD,OH-A132,A321,2025-03-09 07:10:00,563,None,0,False,166
FL001491,2025-03-09,HEL,CDG,OH-A111,E190,2025-03-09 11:06:00,76,None,0,False,69
FL001492,2025-03-09,HEL,ARN,OH-A135,A321,2025-03-09 14:34:00,319,None,0,False,139
FL001493,2025-03-09,HEL,FCO,OH-A129,A350,2025-03-09 14:45:00,135,None,0,False,291
FL001494,2025-03-09,HEL,NRT,OH-A142,A350,2025-03-09 19:02:00,265,None,0,False,258
FL001495,2025-03-09,HEL,FRA,OH-A115,A321,2025-03-09 14:44:00,422,Technical,40,False,159
FL001496,2025-03-09,HEL,JFK,OH-A120,A350,2025-03-09 07:28:00,150,None,0,False,175
FL001497,2025-03-09,HEL,BKK,OH-A121,A320,2025-03-09 20:26:00,570,None,0,False,169
FL001498,2025-03-09,HEL,MUC,OH-A141,A350,2025-03-09 06:12:00,353,None,0,False,274
FL001499,2025-03-10,HEL,CPH,OH-A137,A320,2025-03-10 14:20:00,285,None,0,False,134
FL001500,2025-03-10,HEL,BKK,OH-A110,A320,2025-03-10 09:26:00,568,None,0,False,113
FL001501,2025-03-10,HEL,BKK,OH-A135,A321,2025-03-10 19:32:00,555,ATC,32,False,171
FL001502,2025-03-10,HEL,AMS,OH-A147,A321,2025-03-10 18:04:00,158,None,0,False,130
FL001503,2025-03-10,HEL,AMS,OH-A115,A321,2025-03-10 13:45:00,474,None,0,False,115
FL001504,2025-03-10,HEL,AMS,OH-A146,A320,2025-03-10 14:47:00,475,None,0,False,159
FL001505,2025-03-10,HEL,CDG,OH-A136,A321,2025-03-10 17:32:00,214,None,0,False,173
FL001506,2025-03-10,HEL,MUC,OH-A131,E190,2025-03-10 19:12:00,259,None,0,False,87
FL001507,2025-03-10,HEL,CDG,OH-A122,E190,2025-03-10 06:38:00,165,None,0,False,60
FL001508,2025-03-10,HEL,BCN,OH-A113,A350,2025-03-10 13:26:00,447,Weather,46,False,235
FL001509,2025-03-10,HEL,AMS,OH-A107,A350,2025-03-10 15:11:00,223,ATC,10,False,262
FL001510,2025-03-10,HEL,BCN,OH-A134,A320,2025-03-10 07:16:00,412,None,0,False,174
FL001511,2025-03-10,HEL,BKK,OH-A104,A321,2025-03-10 11:04:00,318,None,0,False,151
FL001512,2025-03-10,HEL,OSL,OH-A142,A350,2025-03-10 18:55:00,466,Weather,24,False,262
FL001513,2025-03-10,HEL,ARN,OH-A131,E190,2025-03-10 15:55:00,480,None,0,False,70
FL001514,2025-03-10,HEL,MUC,OH-A123,E190,2025-03-10 09:04:00,353,None,0,False,59
FL001515,2025-03-10,HEL,CPH,OH-A128,A321,2025-03-10 21:14:00,466,None,0,False,173
FL001516,2025-03-10,HEL,LHR,OH-A138,A321,2025-03-10 06:55:00,534,None,0,False,130
FL001517,2025-03-11,HEL,FCO,OH-A122,E190,2025-03-11 11:35:00,261,None,0,False,75
FL001518,2025-03-11,HEL,ARN,OH-A113,A350,2025-03-11 12:13:00,249,ATC,36,False,166
FL001519,2025-03-11,HEL,BCN,OH-A126,A320,2025-03-11 18:04:00,142,None,0,False,126
FL001520,2025-03-11,HEL,NRT,OH-A112,A350,2025-03-11 05:19:00,530,None,0,False,188
FL001521,2025-03-11,HEL,BCN,OH-A145,A350,2025-03-11 21:59:00,301,Technical,16,False,253
FL001522,2025-03-11,HEL,BKK,OH-A135,A321,2025-03-11 10:38:00,578,None,0,False,159
FL001523,2025-03-11,HEL,CDG,OH-A101,A320,2025-03-11 13:31:00,88,Weather,30,False,173
FL001524,2025-03-11,HEL,ARN,OH-A125,A321,2025-03-11 17:30:00,410,Ground Handling,71,False,116
FL001525,2025-03-11,HEL,MAD,OH-A128,A321,2025-03-11 15:15:00,119,None,0,False,178
FL001526,2025-03-11,HEL,OSL,OH-A133,A320,2025-03-11 17:10:00,319,None,0,False,132
FL001527,2025-03-11,HEL,ARN,OH-A132,A321,2025-03-11 11:09:00,568,None,0,False,165
FL001528,2025-03-11,HEL,OSL,OH-A116,A320,2025-03-11 12:51:00,65,None,0,False,104
FL001529,2025-03-11,HEL,BKK,OH-A111,E190,2025-03-11 18:16:00,373,Technical,36,False,87
FL001530,2025-03-11,HEL,FCO,OH-A105,E190,2025-03-11 06:28:00,485,None,0,False,66
FL001531,2025-03-11,HEL,LHR,OH-A116,A320,2025-03-11 21:20:00,465,None,0,False,103
FL001532,2025-03-11,HEL,BCN,OH-A106,A350,2025-03-11 09:33:00,160,Ground Handling,38,False,197
FL001533,2025-03-11,HEL,CDG,OH-A146,A320,2025-03-11 14:21:00,319,None,0,False,116
FL001534,2025-03-11,HEL,OSL,OH-A102,E190,2025-03-11 06:54:00,208,None,0,False,81
FL001535,2025-03-11,HEL,BKK,OH-A132,A321,2025-03-11 10:04:00,429,None,0,False,198
FL001536,2025-03-11,HEL,JFK,OH-A144,A350,2025-03-11 10:05:00,58,None,0,False,197
FL001537,2025-03-11,HEL,AMS,OH-A142,A350,2025-03-11 20:32:00,552,None,0,False,170
FL001538,2025-03-11,HEL,CDG,OH-A121,A320,2025-03-11 10:01:00,95,ATC,15,False,105
FL001539,2025-03-11,HEL,JFK,OH-A143,A321,2025-03-11 21:36:00,277,None,0,False,172
FL001540,2025-03-12,HEL,LHR,OH-A127,A321,2025-03-12 20:18:00,137,None,0,False,189
FL001541,2025-03-12,HEL,AMS,OH-A101,A320,2025-03-12 15:12:00,128,None,0,False,174
FL001542,2025-03-12,HEL,ARN,OH-A101,A320,2025-03-12 15:35:00,258,Crew,20,False,167
FL001543,2025-03-12,HEL,ARN,OH-A145,A350,2025-03-12 16:17:00,555,Weather,23,False,203
FL001544,2025-03-12,HEL,NRT,OH-A101,A320,2025-03-12 06:44:00,618,None,0,False,173
FL001545,2025-03-12,HEL,BKK,OH-A120,A350,2025-03-12 05:16:00,560,Technical,31,False,296
FL001546,2025-03-12,HEL,MUC,OH-A137,A320,2025-03-12 12:16:00,560,Weather,47,False,156
FL001547,2025-03-12,HEL,NRT,OH-A113,A350,2025-03-12 19:51:00,276,None,0,False,272
FL001548,2025-03-12,HEL,MAD,OH-A108,A321,2025-03-12 21:07:00,462,None,0,False,195
FL001549,2025-03-12,HEL,ARN,OH-A121,A320,2025-03-12 16:31:00,106,None,0,False,106
FL001550,2025-03-12,HEL,FCO,OH-A108,A321,2025-03-12 14:07:00,589,None,0,False,200
FL001551,2025-03-12,HEL,ARN,OH-A123,E190,2025-03-12 14:41:00,337,ATC,66,False,87
FL001552,2025-03-12,HEL,JFK,OH-A134,A320,2025-03-12 16:52:00,46,Ground Handling,54,False,134
FL001553,2025-03-12,HEL,AMS,OH-A104,A321,2025-03-12 17:17:00,62,None,0,False,201
FL001554,2025-03-12,HEL,CPH,OH-A135,A321,2025-03-12 06:25:00,444,None,0,False,138
FL001555,2025-03-12,HEL,LHR,OH-A146,A320,2025-03-12 21:30:00,227,Technical,5,False,151
FL001556,2025-03-12,HEL,MAD,OH-A146,A320,2025-03-12 13:06:00,68,Technical,54,False,112
FL001557,2025-03-12,HEL,JFK,OH-A108,A321,2025-03-12 12:25:00,126,None,0,False,166
FL001558,2025-03-13,HEL,MAD,OH-A112,A350,2025-03-13 14:31:00,197,ATC,5,False,293
FL001559,2025-03-13,HEL,MAD,OH-A131,E190,2025-03-13 14:34:00,430,Crew,40,False,75
FL001560,2025-03-13,HEL,BKK,OH-A135,A321,2025-03-13 10:42:00,330,None,0,False,178
FL001561,2025-03-13,HEL,FRA,OH-A102,E190,2025-03-13 06:24:00,63,None,0,False,74
FL001562,2025-03-13,HEL,OSL,OH-A118,A350,2025-03-13 10:05:00,187,None,0,False,241
FL001563,2025-03-13,HEL,BCN,OH-A110,A320,2025-03-13 09:04:00,109,None,0,False,141
FL001564,2025-03-13,HEL,FRA,OH-A147,A321,2025-03-13 20:42:00,362,None,0,False,175
FL001565,2025-03-13,HEL,JFK,OH-A109,A320,2025-03-13 16:16:00,149,None,0,False,132
FL001566,2025-03-13,HEL,FCO,OH-A100,A350,2025-03-13 11:18:00,295,None,0,False,268
FL001567,2025-03-13,HEL,FRA,OH-A110,A320,2025-03-13 17:55:00,202,None,0,False,98
FL001568,2025-03-13,HEL,AMS,OH-A136,A321,2025-03-13 12:46:00,487,None,0,False,156
FL001569,2025-03-13,HEL,AMS,OH-A112,A350,2025-03-13 14:36:00,77,Crew,43,False,216
FL001570,2025-03-13,HEL,BCN,OH-A117,A321,2025-03-13 20:41:00,197,None,0,False,171
FL001571,2025-03-13,HEL,BCN,OH-A140,A320,2025-03-13 07:32:00,296,None,0,False,121
FL001572,2025-03-13,HEL,MUC,OH-A125,A321,2025-03-13 14:23:00,273,None,0,False,184
FL001573,2025-03-13,HEL,MUC,OH-A101,A320,2025-03-13 14:14:00,298,None,0,False,135
FL001574,2025-03-13,HEL,BKK,OH-A131,E190,2025-03-13 08:46:00,568,None,0,False,91
FL001575,2025-03-13,HEL,LHR,OH-A141,A350,2025-03-13 05:05:00,415,Technical,14,False,201
FL001576,2025-03-13,HEL,OSL,OH-A109,A320,2025-03-13 15:00:00,564,None,0,False,162
FL001577,2025-03-13,HEL,JFK,OH-A128,A321,2025-03-13 14:00:00,114,None,0,False,116
FL001578,2025-03-13,HEL,BKK,OH-A140,A320,2025-03-13 17:30:00,247,None,0,False,170
FL001579,2025-03-13,HEL,BCN,OH-A122,E190,2025-03-13 09:59:00,410,Weather,34,False,55
FL001580,2025-03-13,HEL,AMS,OH-A145,A350,2025-03-13 12:29:00,442,None,0,False,170
FL001581,2025-03-13,HEL,CDG,OH-A132,A321,2025-03-13 10:14:00,592,None,0,False,179
FL001582,2025-03-13,HEL,FRA,OH-A120,A350,2025-03-13 16:16:00,547,Weather,37,False,190
FL001583,2025-03-13,HEL,ARN,OH-A119,A350,2025-03-13 20:34:00,335,None,0,False,193
FL001584,2025-03-13,HEL,MUC,OH-A121,A320,2025-03-13 20:35:00,443,None,0,False,162
FL001585,2025-03-14,HEL,MAD,OH-A130,A350,2025-03-14 19:58:00,507,None,0,False,210
FL001586,2025-03-14,HEL,ARN,OH-A135,A321,2025-03-14 13:51:00,439,None,0,False,188
FL001587,2025-03-14,HEL,MUC,OH-A146,A320,2025-03-14 18:26:00,62,None,0,False,105
FL001588,2025-03-14,HEL,JFK,OH-A129,A350,2025-03-14 18:43:00,189,None,0,False,237
